name,album,release_date,track_number,id,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,duration_ms
Mine (Taylor's Version),Speak Now (Taylor's Version),7/7/23,1,7G0gBu6nLdhFDPRLc0HdDG,spotify:track:7G0gBu6nLdhFDPRLc0HdDG,0.00444,0.646,0.783,1.38E-06,0.171,-2.846,0.0356,121.08,0.49,83,231706
Sparks Fly (Taylor’s Version),Speak Now (Taylor's Version),7/7/23,2,3MytWN8L7shNYzGl4tAKRp,spotify:track:3MytWN8L7shNYzGl4tAKRp,0.0251,0.588,0.758,0,0.131,-2.347,0.0305,114.991,0.387,81,261230
Back To December (Taylor's Version),Speak Now (Taylor's Version),7/7/23,3,79uDOz0zuuWS7HWxzMmTa2,spotify:track:79uDOz0zuuWS7HWxzMmTa2,0.00621,0.497,0.635,0,0.117,-3.927,0.0273,142.063,0.203,84,294189
Speak Now (Taylor's Version),Speak Now (Taylor's Version),7/7/23,4,5xXqyjLicvEpch72qEryFT,spotify:track:5xXqyjLicvEpch72qEryFT,0.248,0.727,0.677,0,0.143,-2.871,0.0325,118.995,0.639,80,242473
Dear John (Taylor's Version),Speak Now (Taylor's Version),7/7/23,5,1zU8j1x3yi9xalMF96pzKp,spotify:track:1zU8j1x3yi9xalMF96pzKp,0.0236,0.419,0.47,0,0.163,-5.016,0.0296,119.294,0.133,80,405906
Mean (Taylor's Version),Speak Now (Taylor's Version),7/7/23,6,30Y4CV7A6YqtQtTTo7Ue4j,spotify:track:30Y4CV7A6YqtQtTTo7Ue4j,0.311,0.524,0.692,0,0.192,-3.866,0.0369,163.874,0.621,79,238693
The Story Of Us (Taylor's Version),Speak Now (Taylor's Version),7/7/23,7,6dTA6y0C2ReQklntzZl8l3,spotify:track:6dTA6y0C2ReQklntzZl8l3,0.00192,0.515,0.781,0,0.054,-2.608,0.0535,139.846,0.57,79,267653
Never Grow Up (Taylor's Version),Speak Now (Taylor's Version),7/7/23,8,2EFZ9emtKWEglWUQGEQ3P9,spotify:track:2EFZ9emtKWEglWUQGEQ3P9,0.851,0.685,0.323,0,0.198,-7.103,0.0289,125.058,0.569,75,292920
Enchanted (Taylor's Version),Speak Now (Taylor's Version),7/7/23,9,3sW3oSbzsfecv9XoUdGs7h,spotify:track:3sW3oSbzsfecv9XoUdGs7h,0.012,0.505,0.532,0,0.149,-3.526,0.0265,81.907,0.216,87,353253
Better Than Revenge (Taylor's Version),Speak Now (Taylor's Version),7/7/23,10,0NwGC0v03ysCYINtg6ns58,spotify:track:0NwGC0v03ysCYINtg6ns58,0.000886,0.496,0.885,0,0.191,-2.969,0.0803,145.863,0.665,82,220306
Innocent (Taylor's Version),Speak Now (Taylor's Version),7/7/23,11,12nBPF4Rh4XLFJV0YLN7uj,spotify:track:12nBPF4Rh4XLFJV0YLN7uj,0.101,0.522,0.598,0,0.152,-5.327,0.0284,133.627,0.149,74,301221
Haunted (Taylor's Version),Speak Now (Taylor's Version),7/7/23,12,4tMzIAFTFdqGBQLdfbPces,spotify:track:4tMzIAFTFdqGBQLdfbPces,0.00667,0.427,0.915,0,0.221,-1.909,0.0619,162.201,0.355,77,245413
Last Kiss (Taylor's Version),Speak Now (Taylor's Version),7/7/23,13,59KOoHFcw5XfICnO57holu,spotify:track:59KOoHFcw5XfICnO57holu,0.447,0.55,0.366,4.43E-06,0.101,-8.46,0.0276,79.401,0.16,77,369120
Long Live (Taylor's Version),Speak Now (Taylor's Version),7/7/23,14,4hqJ4bSlYJOXb6Z4SRmzxs,spotify:track:4hqJ4bSlYJOXb6Z4SRmzxs,0.0122,0.375,0.65,0,0.189,-4.031,0.0402,203.89,0.0752,81,317960
Ours (Taylor’s Version),Speak Now (Taylor's Version),7/7/23,15,3yNJkriPzWjkkDAWHIAVUq,spotify:track:3yNJkriPzWjkkDAWHIAVUq,0.449,0.535,0.488,0,0.111,-8.261,0.0278,159.813,0.348,75,235803
Superman (Taylor’s Version),Speak Now (Taylor's Version),7/7/23,16,4evLyY5Ue1Wesc61t2KXAU,spotify:track:4evLyY5Ue1Wesc61t2KXAU,0.0031,0.533,0.742,0,0.108,-3.473,0.0303,131.93,0.356,72,274945
Electric Touch (feat. Fall Out Boy) (Taylor’s Version) (From The Vault),Speak Now (Taylor's Version),7/7/23,17,4e3ZNTAV6PCrdYMUrUlMpQ,spotify:track:4e3ZNTAV6PCrdYMUrUlMpQ,0.0164,0.547,0.855,0,0.144,-4.7,0.0597,131.073,0.282,79,266466
When Emma Falls in Love (Taylor’s Version) (From The Vault),Speak Now (Taylor's Version),7/7/23,18,0zo975x58DlXbZllWvfYhg,spotify:track:0zo975x58DlXbZllWvfYhg,0.159,0.474,0.763,0,0.138,-4.632,0.0505,78.133,0.231,78,252385
I Can See You (Taylor’s Version) (From The Vault),Speak Now (Taylor's Version),7/7/23,19,5kHMfzgLZP95O9NBy0ku4v,spotify:track:5kHMfzgLZP95O9NBy0ku4v,0.0586,0.694,0.764,0,0.0608,-4.893,0.0337,123.044,0.819,88,273186
Castles Crumbling (feat. Hayley Williams) (Taylor’s Version) (From The Vault),Speak Now (Taylor's Version),7/7/23,20,4ABYxlb92WBIjHu7TIKmml,spotify:track:4ABYxlb92WBIjHu7TIKmml,0.362,0.576,0.57,0,0.0668,-7.925,0.0434,147.803,0.378,78,306062
Foolish One (Taylor’s Version) (From The Vault),Speak Now (Taylor's Version),7/7/23,21,4s8BIKx4Zh6ryAEz8RTlaU,spotify:track:4s8BIKx4Zh6ryAEz8RTlaU,0.617,0.671,0.588,0,0.111,-4.675,0.0299,96.965,0.543,79,311765
Timeless (Taylor’s Version) (From The Vault),Speak Now (Taylor's Version),7/7/23,22,1HCdems7PQZRj42QDWLA0A,spotify:track:1HCdems7PQZRj42QDWLA0A,0.3,0.624,0.585,0,0.0916,-5.847,0.0328,142.883,0.65,78,321396
Lavender Haze,Midnights (The Til Dawn Edition),5/26/23,1,24emu3sabKISjRkrys28jq,spotify:track:24emu3sabKISjRkrys28jq,0.236,0.735,0.454,0.00113,0.133,-10.516,0.0876,97.043,0.0751,67,202395
Maroon,Midnights (The Til Dawn Edition),5/26/23,2,6qxvy9Pe4RJIq5JBVbbwbS,spotify:track:6qxvy9Pe4RJIq5JBVbbwbS,0.0609,0.65,0.397,1.40E-06,0.089,-8.237,0.0365,108.055,0.0382,68,218270
Anti-Hero,Midnights (The Til Dawn Edition),5/26/23,3,5qIHFdkW6phMsTZlN2g8Lc,spotify:track:5qIHFdkW6phMsTZlN2g8Lc,0.115,0.637,0.649,1.22E-06,0.147,-6.59,0.0584,96.935,0.497,67,200690
Snow On The Beach (feat. Lana Del Rey),Midnights (The Til Dawn Edition),5/26/23,4,7GA86Uo2jYbj8vIXe2nyWd,spotify:track:7GA86Uo2jYbj8vIXe2nyWd,0.705,0.653,0.331,0.0013,0.116,-13.534,0.039,110.014,0.166,66,256124
"You're On Your Own, Kid",Midnights (The Til Dawn Edition),5/26/23,5,6PQOU00xWNrGwCZzboriXy,spotify:track:6PQOU00xWNrGwCZzboriXy,0.423,0.694,0.386,1.05E-05,0.126,-10.312,0.0597,120.044,0.39,68,194206
Midnight Rain,Midnights (The Til Dawn Edition),5/26/23,6,4eKMqf9ZMSclDX7V9Ptg7x,spotify:track:4eKMqf9ZMSclDX7V9Ptg7x,0.705,0.654,0.372,6.78E-05,0.114,-11.704,0.0667,140.15,0.198,67,174782
Question...?,Midnights (The Til Dawn Edition),5/26/23,7,7oomkQSYf1ia2VnVEWfFIU,spotify:track:7oomkQSYf1ia2VnVEWfFIU,0.205,0.741,0.509,0,0.262,-8.747,0.19,108.978,0.113,66,210556
Vigilante Shit,Midnights (The Til Dawn Edition),5/26/23,8,0GKDhq6ZbmSbRHd3eyGlB7,spotify:track:0GKDhq6ZbmSbRHd3eyGlB7,0.157,0.867,0.272,3.42E-05,0.118,-11.014,0.363,79.962,0.157,66,164801
Bejeweled,Midnights (The Til Dawn Edition),5/26/23,9,0VpF6RLdCfPIeYRwMu4tZK,spotify:track:0VpF6RLdCfPIeYRwMu4tZK,0.0648,0.695,0.546,0.000128,0.0883,-9.184,0.066,164,0.425,67,194165
Labyrinth,Midnights (The Til Dawn Edition),5/26/23,10,4bBDkw2KBMX0tcgAaXC83Q,spotify:track:4bBDkw2KBMX0tcgAaXC83Q,0.804,0.493,0.308,0.328,0.123,-15.489,0.0436,109.993,0.13,65,247962
Karma,Midnights (The Til Dawn Edition),5/26/23,11,45R112Jz5hQeKgITXgSXzs,spotify:track:45R112Jz5hQeKgITXgSXzs,0.0782,0.647,0.614,0,0.611,-7.091,0.0651,90.034,0.0956,67,204852
Sweet Nothing,Midnights (The Til Dawn Edition),5/26/23,12,2L09RYwH5Pjzca6PmbUAw3,spotify:track:2L09RYwH5Pjzca6PmbUAw3,0.967,0.335,0.166,0.00012,0.115,-14.958,0.048,175.917,0.391,65,188496
Mastermind,Midnights (The Til Dawn Edition),5/26/23,13,1QQii3pa5m8MEda0nbkjfw,spotify:track:1QQii3pa5m8MEda0nbkjfw,0.545,0.661,0.345,0.000915,0.0871,-14.037,0.144,125.977,0.126,65,191039
The Great War,Midnights (The Til Dawn Edition),5/26/23,14,2VuqMjgoKaOHNM8HpxtXKx,spotify:track:2VuqMjgoKaOHNM8HpxtXKx,0.203,0.573,0.737,2.78E-05,0.0851,-9.002,0.0352,96.009,0.592,66,240355
Bigger Than The Whole Sky,Midnights (The Til Dawn Edition),5/26/23,15,71CBDRKmF2VeRKYMG1DFBh,spotify:track:71CBDRKmF2VeRKYMG1DFBh,0.837,0.48,0.22,0.00269,0.116,-12.469,0.0425,82.951,0.0633,64,218502
Paris,Midnights (The Til Dawn Edition),5/26/23,16,5tWxKWq1DSP1s9WQ5PWuqu,spotify:track:5tWxKWq1DSP1s9WQ5PWuqu,0.116,0.691,0.498,3.07E-05,0.136,-10.519,0.101,110.963,0.454,64,196258
High Infidelity,Midnights (The Til Dawn Edition),5/26/23,17,1SztNGCwEHJEVFx90E5g7D,spotify:track:1SztNGCwEHJEVFx90E5g7D,0.726,0.564,0.545,0,0.0878,-10.17,0.104,176.082,0.766,64,231475
Glitch,Midnights (The Til Dawn Edition),5/26/23,18,7C0w28EsX0Um2FrZs9gso2,spotify:track:7C0w28EsX0Um2FrZs9gso2,0.318,0.677,0.451,0,0.11,-9.744,0.19,140.845,0.399,63,148781
"Would've, Could've, Should've",Midnights (The Til Dawn Edition),5/26/23,19,4txojlesMFQZGWxwz2EeqB,spotify:track:4txojlesMFQZGWxwz2EeqB,0.435,0.482,0.837,0.00147,0.123,-6.501,0.12,157.96,0.534,66,260361
Dear Reader,Midnights (The Til Dawn Edition),5/26/23,20,10GRRCR5fctuOF4GFmATJI,spotify:track:10GRRCR5fctuOF4GFmATJI,0.497,0.475,0.386,0.00104,0.119,-12.038,0.0737,107.601,0.162,63,225194
Hits Different,Midnights (The Til Dawn Edition),5/26/23,21,3xYJScVfxByb61dYHTwiby,spotify:track:3xYJScVfxByb61dYHTwiby,0.148,0.672,0.782,4.73E-06,0.296,-6.499,0.0421,106.026,0.239,82,234466
Snow On The Beach (feat. More Lana Del Rey),Midnights (The Til Dawn Edition),5/26/23,22,4zmKGsrXjLmljb5fTaBTot,spotify:track:4zmKGsrXjLmljb5fTaBTot,0.806,0.664,0.401,3.50E-06,0.108,-10.934,0.0344,109.846,0.315,82,229942
Karma (feat. Ice Spice),Midnights (The Til Dawn Edition),5/26/23,23,4i6cwNY6oIUU2XZxPIw82Y,spotify:track:4i6cwNY6oIUU2XZxPIw82Y,0.0623,0.615,0.616,0,0.579,-6.523,0.0622,89.977,0.0734,75,201493
State Of Grace (Taylor's Version),Red (Taylor's Version),11/12/21,1,6lzc0Al0zfZOIFsFvBS1ki,spotify:track:6lzc0Al0zfZOIFsFvBS1ki,0.000328,0.594,0.713,0,0.114,-5.314,0.0503,129.958,0.328,71,295413
Red (Taylor's Version),Red (Taylor's Version),11/12/21,2,4OAuvHryIVv4kMDNSLuPt6,spotify:track:4OAuvHryIVv4kMDNSLuPt6,0.00108,0.516,0.777,1.62E-06,0.0761,-4.908,0.0375,125.047,0.408,80,223093
Treacherous (Taylor's Version),Red (Taylor's Version),11/12/21,3,3S7HNKPakdwNEBFIVTL6dZ,spotify:track:3S7HNKPakdwNEBFIVTL6dZ,0.0344,0.645,0.593,0.000127,0.13,-6.506,0.0288,109.984,0.299,72,242720
I Knew You Were Trouble (Taylor's Version),Red (Taylor's Version),11/12/21,4,6AtZLIzUINvExIUy4QhdjP,spotify:track:6AtZLIzUINvExIUy4QhdjP,0.0129,0.584,0.557,0,0.0576,-6.371,0.0342,154.008,0.767,79,219760
All Too Well (Taylor's Version),Red (Taylor's Version),11/12/21,5,3nsfB1vus2qaloUdcBZvDu,spotify:track:3nsfB1vus2qaloUdcBZvDu,0.0171,0.44,0.528,0.00203,0.234,-7.809,0.0317,185.972,0.132,77,329160
22 (Taylor's Version),Red (Taylor's Version),11/12/21,6,3yII7UwgLF6K5zW3xad3MP,spotify:track:3yII7UwgLF6K5zW3xad3MP,0.000443,0.642,0.695,1.02E-05,0.0753,-5.62,0.0281,103.984,0.642,78,230960
I Almost Do (Taylor's Version),Red (Taylor's Version),11/12/21,7,2r9CbjYgFhtAmcFv1cSquB,spotify:track:2r9CbjYgFhtAmcFv1cSquB,0.0167,0.511,0.559,0,0.113,-6.587,0.0264,145.88,0.248,70,244586
We Are Never Ever Getting Back Together (Taylor's Version),Red (Taylor's Version),11/12/21,8,5YqltLsjdqFtvqE7Nrysvs,spotify:track:5YqltLsjdqFtvqE7Nrysvs,0.0317,0.567,0.686,1.86E-06,0.0732,-6.139,0.175,172.014,0.716,80,193146
Stay Stay Stay (Taylor's Version),Red (Taylor's Version),11/12/21,9,7eQj6r5PIdYKEIZjucBMcq,spotify:track:7eQj6r5PIdYKEIZjucBMcq,0.0848,0.693,0.681,0,0.0768,-7.039,0.025,100.02,0.663,70,205786
The Last Time (feat. Gary Lightbody of Snow Patrol) (Taylor’s Version),Red (Taylor's Version),11/12/21,10,0y6kdSRCVQhSsHSpWvTUm7,spotify:track:0y6kdSRCVQhSsHSpWvTUm7,0.0399,0.502,0.534,0,0.0977,-5.954,0.0278,94.05,0.155,73,299080
Holy Ground (Taylor's Version),Red (Taylor's Version),11/12/21,11,7J4b3LVCIGO4CMBDFLPoP6,spotify:track:7J4b3LVCIGO4CMBDFLPoP6,0.0288,0.622,0.809,0.00218,0.109,-5.623,0.0638,156.894,0.511,70,202960
Sad Beautiful Tragic (Taylor's Version),Red (Taylor's Version),11/12/21,12,73qMN9bXy7MSPwwGfH3wQr,spotify:track:73qMN9bXy7MSPwwGfH3wQr,0.622,0.601,0.406,9.19E-05,0.133,-11.827,0.0275,130.059,0.232,71,284773
The Lucky One (Taylor's Version),Red (Taylor's Version),11/12/21,13,4e5ayHsOLJNLTGfjau2mEw,spotify:track:4e5ayHsOLJNLTGfjau2mEw,0.066,0.686,0.571,0,0.0608,-7.138,0.05,117.889,0.538,69,240466
Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version),Red (Taylor's Version),11/12/21,14,7qEUFOVcxRI19tbT68JcYK,spotify:track:7qEUFOVcxRI19tbT68JcYK,0.271,0.498,0.61,0,0.223,-5.098,0.0363,79.918,0.474,75,245426
Starlight (Taylor's Version),Red (Taylor's Version),11/12/21,15,7A2cNLRT0YJc1yjxHlKihs,spotify:track:7A2cNLRT0YJc1yjxHlKihs,0.00324,0.628,0.685,0,0.18,-5.864,0.0358,126.014,0.605,69,220413
Begin Again (Taylor's Version),Red (Taylor's Version),11/12/21,16,05GsNucq8Bngd9fnd4fRa0,spotify:track:05GsNucq8Bngd9fnd4fRa0,0.075,0.519,0.527,0,0.132,-7.673,0.0274,78.915,0.267,72,238866
The Moment I Knew (Taylor's Version),Red (Taylor's Version),11/12/21,17,0NRHj8hDwwmSPaA41o379r,spotify:track:0NRHj8hDwwmSPaA41o379r,0.0494,0.636,0.402,0,0.107,-7.855,0.031,125.952,0.208,69,285280
Come Back...Be Here (Taylor's Version),Red (Taylor's Version),11/12/21,18,4pNApnaUWAL2J4KO2eqokq,spotify:track:4pNApnaUWAL2J4KO2eqokq,0.0158,0.46,0.632,0,0.0822,-6.031,0.0302,79.846,0.399,72,223333
Girl At Home (Taylor's Version),Red (Taylor's Version),11/12/21,19,0DMVrlMUn01M0IcpDbwgu7,spotify:track:0DMVrlMUn01M0IcpDbwgu7,0.00955,0.691,0.736,1.88E-05,0.101,-6.974,0.0326,125.089,0.612,67,220520
State Of Grace (Acoustic Version) (Taylor's Version),Red (Taylor's Version),11/12/21,20,5jAIouBES8LWMiriuNq170,spotify:track:5jAIouBES8LWMiriuNq170,0.663,0.445,0.131,1.57E-06,0.108,-13.778,0.0564,208.918,0.101,66,321640
Ronan (Taylor's Version),Red (Taylor's Version),11/12/21,21,7nWui6jiMM2m9qFmET1Mtj,spotify:track:7nWui6jiMM2m9qFmET1Mtj,0.661,0.623,0.279,0,0.193,-10.802,0.031,116.04,0.38,64,264253
Better Man (Taylor's Version) (From The Vault),Red (Taylor's Version),11/12/21,22,4OmFmE0fzcMG6g0Y8p4eSD,spotify:track:4OmFmE0fzcMG6g0Y8p4eSD,0.214,0.473,0.579,0,0.0877,-5.824,0.0384,73.942,0.255,72,297013
Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),Red (Taylor's Version),11/12/21,23,01K4zKU104LyJ8gMb7227B,spotify:track:01K4zKU104LyJ8gMb7227B,0.817,0.606,0.377,0,0.154,-9.455,0.0275,101.96,0.446,76,258812
Babe (Taylor's Version) (From The Vault),Red (Taylor's Version),11/12/21,24,0v4z1tuZvn6LGknom9Qx7d,spotify:track:0v4z1tuZvn6LGknom9Qx7d,0.0538,0.584,0.743,2.83E-06,0.121,-7.075,0.0931,167.844,0.746,73,224240
Message In A Bottle (Taylor's Version) (From The Vault),Red (Taylor's Version),11/12/21,25,3z6XUommYDWPHeFhmhhT6j,spotify:track:3z6XUommYDWPHeFhmhhT6j,0.00188,0.622,0.791,3.72E-06,0.083,-6.106,0.0535,115.915,0.494,74,225960
I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),Red (Taylor's Version),11/12/21,26,4CkgMiMqZ5JzW9iYXSTMTL,spotify:track:4CkgMiMqZ5JzW9iYXSTMTL,0.167,0.391,0.715,0,0.183,-4.516,0.0495,149.654,0.473,76,285106
Forever Winter (Taylor's Version) (From The Vault),Red (Taylor's Version),11/12/21,27,3oGVx9RBmiYGv5ZCecWLkx,spotify:track:3oGVx9RBmiYGv5ZCecWLkx,0.256,0.611,0.552,0,0.134,-5.828,0.031,116.012,0.41,68,263533
Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault),Red (Taylor's Version),11/12/21,28,4IQkfUsrwXol38VV3U7t7T,spotify:track:4IQkfUsrwXol38VV3U7t7T,0.817,0.61,0.488,0,0.312,-6.918,0.0293,125.039,0.443,70,240226
The Very First Night (Taylor's Version) (From The Vault),Red (Taylor's Version),11/12/21,29,6pYNq0ZwpPVazKzsqpf0G8,spotify:track:6pYNq0ZwpPVazKzsqpf0G8,0.00115,0.678,0.733,0,0.104,-5.025,0.0281,121.009,0.581,75,200280
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Red (Taylor's Version),11/12/21,30,5enxwA8aAbwZbf5qCHORXi,spotify:track:5enxwA8aAbwZbf5qCHORXi,0.274,0.631,0.518,0,0.088,-8.771,0.0303,93.023,0.205,85,613026
Fearless (Taylor’s Version),Fearless (Taylor's Version),4/9/21,1,77sMIMlNaSURUAXq5coCxE,spotify:track:77sMIMlNaSURUAXq5coCxE,0.0122,0.569,0.741,0,0.333,-4.963,0.0282,100.118,0.43,84,241591
Fifteen (Taylor’s Version),Fearless (Taylor's Version),4/9/21,2,2nqio0SfWg6gh2eCtfuMa5,spotify:track:2nqio0SfWg6gh2eCtfuMa5,0.116,0.559,0.646,0,0.32,-4.61,0.0272,95.466,0.289,72,294419
Love Story (Taylor’s Version),Fearless (Taylor's Version),4/9/21,3,6YvqWjhGD8mB5QXcbcUKtx,spotify:track:6YvqWjhGD8mB5QXcbcUKtx,0.13,0.627,0.792,3.97E-06,0.0845,-4.311,0.031,119.054,0.415,81,235766
Hey Stephen (Taylor’s Version),Fearless (Taylor's Version),4/9/21,4,550erGcdD9n6PnwxrvYqZT,spotify:track:550erGcdD9n6PnwxrvYqZT,0.106,0.788,0.571,0,0.0934,-6.135,0.0296,115.99,0.797,71,254254
White Horse (Taylor’s Version),Fearless (Taylor's Version),4/9/21,5,5YL553x8sHderRBDlm3NM3,spotify:track:5YL553x8sHderRBDlm3NM3,0.369,0.423,0.517,0,0.177,-7.377,0.0486,185.262,0.366,71,234515
You Belong With Me (Taylor’s Version),Fearless (Taylor's Version),4/9/21,6,1qrpoAMXodY6895hGKoUpA,spotify:track:1qrpoAMXodY6895hGKoUpA,0.0623,0.632,0.773,0,0.0885,-4.856,0.0346,130.033,0.474,85,231124
Breathe (feat. Colbie Caillat) (Taylor’s Version),Fearless (Taylor's Version),4/9/21,7,7HC7R2D8WjXVcUHJyEGjRs,spotify:track:7HC7R2D8WjXVcUHJyEGjRs,0.156,0.506,0.626,0,0.228,-6.066,0.0287,148.035,0.321,68,263377
Tell Me Why (Taylor’s Version),Fearless (Taylor's Version),4/9/21,8,0k0vFacOHNuArLWMiH60p7,spotify:track:0k0vFacOHNuArLWMiH60p7,0.0222,0.578,0.909,0,0.333,-3.669,0.0628,100.023,0.541,67,200575
You’re Not Sorry (Taylor’s Version),Fearless (Taylor's Version),4/9/21,9,6iiAfo4wTA2CVC3Uwx9uh8,spotify:track:6iiAfo4wTA2CVC3Uwx9uh8,0.0538,0.506,0.444,0,0.123,-4.99,0.0285,133.873,0.241,69,261842
The Way I Loved You (Taylor’s Version),Fearless (Taylor's Version),4/9/21,10,22bPsP2jCgbLUvh82U0Z3M,spotify:track:22bPsP2jCgbLUvh82U0Z3M,0.0033,0.402,0.732,0,0.108,-4.665,0.0484,161.032,0.472,83,243136
Forever & Always (Taylor’s Version),Fearless (Taylor's Version),4/9/21,11,1msEuwSBneBKpVCZQcFTsU,spotify:track:1msEuwSBneBKpVCZQcFTsU,0.0231,0.598,0.821,0,0.143,-4.433,0.0447,128.03,0.673,73,225328
The Best Day (Taylor’s Version),Fearless (Taylor's Version),4/9/21,12,6ON9UuIq49xXY9GPmHIYRp,spotify:track:6ON9UuIq49xXY9GPmHIYRp,0.488,0.642,0.576,0,0.159,-8.524,0.0282,125,0.469,66,245290
Change (Taylor’s Version),Fearless (Taylor's Version),4/9/21,13,3ExweHKZF9B752DPQByRVT,spotify:track:3ExweHKZF9B752DPQByRVT,0.000191,0.499,0.815,0,0.181,-4.063,0.0341,95.999,0.344,65,279359
Jump Then Fall (Taylor’s Version),Fearless (Taylor's Version),4/9/21,14,2m3ObD945KvpE5y9A1eUWm,spotify:track:2m3ObD945KvpE5y9A1eUWm,0.0474,0.572,0.69,0,0.0897,-6.201,0.0358,160.111,0.624,67,237580
Untouchable (Taylor’s Version),Fearless (Taylor's Version),4/9/21,15,0tQ9vBYpldCuikPsbgOVKA,spotify:track:0tQ9vBYpldCuikPsbgOVKA,0.0181,0.393,0.531,0,0.169,-6.112,0.0329,200.391,0.224,67,312107
Forever & Always (Piano Version) (Taylor’s Version),Fearless (Taylor's Version),4/9/21,16,01QdEx6kFr78ZejhQtWR5m,spotify:track:01QdEx6kFr78ZejhQtWR5m,0.819,0.546,0.273,0,0.137,-9.208,0.0308,118.753,0.271,66,267833
Come In With The Rain (Taylor’s Version),Fearless (Taylor's Version),4/9/21,17,1n2wszmJyVkw6FHqyLnQsY,spotify:track:1n2wszmJyVkw6FHqyLnQsY,0.0406,0.476,0.564,0,0.102,-5.677,0.0269,143.929,0.167,64,237338
Superstar (Taylor’s Version),Fearless (Taylor's Version),4/9/21,18,51A8eKvvZz9uydvIZ7xRSV,spotify:track:51A8eKvvZz9uydvIZ7xRSV,0.157,0.454,0.555,0,0.343,-6.69,0.0283,171.862,0.171,63,263865
The Other Side Of The Door (Taylor’s Version),Fearless (Taylor's Version),4/9/21,19,1cSFlSBdpT4F5vb1frQ231,spotify:track:1cSFlSBdpT4F5vb1frQ231,0.0279,0.432,0.873,0,0.167,-4.367,0.0577,163.936,0.629,69,238443
Today Was A Fairytale (Taylor’s Version),Fearless (Taylor's Version),4/9/21,20,2JoJrsEV15OzbijS47lids,spotify:track:2JoJrsEV15OzbijS47lids,0.0135,0.482,0.779,0,0.296,-5.025,0.0409,158.162,0.328,67,241822
You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault),Fearless (Taylor's Version),4/9/21,21,4CHpVfAhuxNJ3ibExe6kxO,spotify:track:4CHpVfAhuxNJ3ibExe6kxO,0.816,0.599,0.494,0,0.101,-7.61,0.0372,142.893,0.44,64,220839
Mr. Perfectly Fine (Taylor’s Version) (From The Vault),Fearless (Taylor's Version),4/9/21,22,2CYVETnhM9aytqrazYYwrK,spotify:track:2CYVETnhM9aytqrazYYwrK,0.162,0.66,0.817,0,0.0667,-6.269,0.0521,135.942,0.714,77,277591
We Were Happy (Taylor’s Version) (From The Vault),Fearless (Taylor's Version),4/9/21,23,34V9RiEPe8MNdU32qJsJa1,spotify:track:34V9RiEPe8MNdU32qJsJa1,0.849,0.609,0.373,0,0.0779,-8.819,0.0263,106.007,0.13,67,244236
That’s When (feat. Keith Urban) (Taylor’s Version) (From The Vault),Fearless (Taylor's Version),4/9/21,24,7eResoqEJJAVTkQYSqvO3P,spotify:track:7eResoqEJJAVTkQYSqvO3P,0.225,0.588,0.608,0,0.092,-7.062,0.0365,90.201,0.508,68,189495
Don’t You (Taylor’s Version) (From The Vault),Fearless (Taylor's Version),4/9/21,25,4uuEGH5SVuzkkSFjo2DEiY,spotify:track:4uuEGH5SVuzkkSFjo2DEiY,0.514,0.563,0.473,1.20E-05,0.109,-11.548,0.0503,101.934,0.405,68,208608
Bye Bye Baby (Taylor’s Version) (From The Vault),Fearless (Taylor's Version),4/9/21,26,4qUijfYU8EoIWiY6oSyrgT,spotify:track:4qUijfYU8EoIWiY6oSyrgT,0.334,0.624,0.624,0,0.0995,-7.86,0.0539,80.132,0.527,66,242157
willow,evermore (deluxe version),1/7/21,1,2gVhfX2Gy1T9kDuS9azrF7,spotify:track:2gVhfX2Gy1T9kDuS9azrF7,0.833,0.392,0.574,0.00179,0.145,-9.195,0.17,81.112,0.529,73,214706
champagne problems,evermore (deluxe version),1/7/21,2,1gcyHQpBQ1lfXGdhZmWrHP,spotify:track:1gcyHQpBQ1lfXGdhZmWrHP,0.92,0.462,0.24,0,0.113,-12.077,0.0377,171.319,0.32,73,244000
gold rush,evermore (deluxe version),1/7/21,3,3Dby3p1m6IOZn2gIIqECgK,spotify:track:3Dby3p1m6IOZn2gIIqECgK,0.83,0.512,0.462,0.166,0.121,-10.491,0.0408,112.05,0.353,71,185320
‘tis the damn season,evermore (deluxe version),1/7/21,4,6sQckd3Z8NPxVVKUnavY1F,spotify:track:6sQckd3Z8NPxVVKUnavY1F,0.735,0.575,0.434,6.59E-05,0.105,-8.193,0.0312,145.916,0.348,72,229840
tolerate it,evermore (deluxe version),1/7/21,5,6lCvK2AR2uOKkVFCVlAzzm,spotify:track:6lCvK2AR2uOKkVFCVlAzzm,0.878,0.316,0.361,2.67E-05,0.0797,-10.381,0.0488,74.952,0.221,71,245440
"no body, no crime (feat. HAIM)",evermore (deluxe version),1/7/21,6,6uwfVkaOM1mcMkFmSn35ix,spotify:track:6uwfVkaOM1mcMkFmSn35ix,0.418,0.546,0.613,0,0.103,-7.589,0.0264,79.015,0.535,71,215626
